racer_no,name,kana,branch,grade,era,birth_ymd,sex,age,height,weight,blood,win_rate,place_rate,avg_st,prev_grade,prev2_grade,prev3_grade,prev_ability_index,ability_index,year,season,period_from,period_to,training_term,birthplace,course1_entry_count,course1_place_rate,course1_avg_st,course1_avg_st_rank,course2_entry_count,course2_place_rate,course2_avg_st,course2_avg_st_rank,course3_entry_count,course3_place_rate,course3_avg_st,course3_avg_st_rank,course4_entry_count,course4_place_rate,course4_avg_st,course4_avg_st_rank,course5_entry_count,course5_place_rate,course5_avg_st,course5_avg_st_rank,course6_entry_count,course6_place_rate,course6_avg_st,course6_avg_st_rank
4877,鈴　谷　　一　平,ｽｽﾞﾀﾆ ｲｯﾍﾟｲ,兵庫,A1,H,060914,1,31,176,57,AB,6.41,53.5,0.13,A1,A2,A2,54.0,52.0,2026,1,20250501,20251031,116,兵　庫,25,92.0,0.14,2.2,20,55.0,0.09,1.9,19,68.4,0.14,2.6,19,57.8,0.12,2.1,21,33.3,0.14,2.4,21,14.2,0.12,2.2
4878,西　岡　　育　未,ﾆｼｵｶ ｲｸﾐ,徳島,B1,H,061122,2,31,158,48,B,4.93,28.3,0.17,B1,B1,B1,47.0,50.0,2026,1,20250501,20251031,116,徳　島,12,58.3,0.18,3.3,13,23.0,0.17,3.6,12,41.6,0.16,3.2,16,25.0,0.15,3.3,11,18.1,0.19,3.4,10,0.0,0.16,3.0
4879,山　崎　　鉄　平,ﾔﾏｻｷ ﾃｯﾍﾟｲ,佐賀,B1,H,070105,1,30,164,53,O,4.51,28.5,0.16,A2,B1,B1,51.0,46.0,2026,1,20250501,20251031,116,佐　賀,19,47.3,0.16,3.4,20,45.0,0.18,3.8,20,40.0,0.15,3.0,18,38.8,0.15,2.6,18,5.5,0.13,2.8,24,0.0,0.2,3.7
4880,澤　崎　　雄　哉,ｻﾜｻﾞｷ ﾕｳﾔ,東京,B1,H,070506,1,30,165,54,B,4.96,28.1,0.17,B1,B1,A2,49.0,48.0,2026,1,20250501,20251031,116,東　京,15,60.0,0.16,3.7,12,25.0,0.17,3.1,10,60.0,0.18,4.1,14,28.5,0.16,3.4,23,17.3,0.16,3.7,22,4.5,0.18,4.0
4882,瀧　川　　千　依,ﾀｷｶﾜ ﾁﾖﾘ,広島,B1,H,071201,2,30,155,45,B,4.43,20.6,0.2,B1,B1,B2,45.0,47.0,2026,1,20250501,20251031,116,埼　玉,12,16.6,0.25,4.4,19,31.5,0.21,4.4,21,23.8,0.18,3.8,10,30.0,0.2,3.7,20,15.0,0.2,4.4,10,0.0,0.16,4.2
4883,岡　部　　大　輝,ｵｶﾍﾞ ﾀﾞｲｷ,東京,B1,H,071227,1,30,165,53,O,5.41,34.8,0.17,B1,A2,B1,47.0,49.0,2026,1,20250501,20251031,116,東　京,16,81.2,0.15,2.9,14,35.7,0.2,4.4,15,33.3,0.16,3.0,14,21.4,0.16,2.8,19,21.0,0.15,3.6,8,0.0,0.2,3.4
4884,勝　浦　　真　帆,ｶﾂｳﾗ ﾏﾎ,岡山,B1,H,071230,2,30,156,51,B,5.34,34.6,0.15,A1,A2,B1,53.0,52.0,2026,1,20250501,20251031,116,岡　山,22,72.7,0.14,3.0,23,43.4,0.14,2.5,21,33.3,0.15,2.8,19,26.3,0.15,3.5,23,21.7,0.15,3.0,16,0.0,0.16,4.2
4885,大　山　　千　広,ｵｵﾔﾏ ﾁﾋﾛ,福岡,B2,H,080205,2,29,161,50,O,5.89,42.1,0.16,B2,B2,B2,0.0,48.0,2026,1,20250501,20251031,116,福　岡,4,75.0,0.14,2.7,3,33.3,0.16,3.7,2,50.0,0.23,1.5,5,20.0,0.15,3.0,3,33.3,0.13,2.3,2,50.0,0.17,3.5
4886,入　海　　　　馨,ｲﾙﾐ ｹｲ,岡山,A1,H,080227,1,29,170,53,A,7.83,63.0,0.14,A1,A1,A1,63.0,60.0,2026,1,20250501,20251031,116,岡　山,31,96.7,0.14,2.5,20,45.0,0.15,2.7,15,60.0,0.14,3.0,17,58.8,0.12,2.2,17,64.7,0.17,3.2,19,31.5,0.15,3.3
4887,富　澤　　祐　作,ﾄﾐｻﾞﾜ ﾕｳｻｸ,群馬,B1,S,611117,1,39,168,57,B,4.69,28.3,0.15,A2,A2,B1,50.0,47.0,2026,1,20250501,20251031,117,群　馬,22,68.1,0.16,2.8,19,31.5,0.18,2.3,22,31.8,0.13,2.6,20,20.0,0.14,2.2,26,15.3,0.14,2.9,18,0.0,0.16,3.6
4888,金　児　　隆　太,ｶﾈｺ ﾘｭｳﾀ,群馬,B1,S,620915,1,38,165,53,A,4.71,26.0,0.21,A2,A2,A2,53.0,47.0,2026,1,20250501,20251031,117,長　野,22,59.0,0.23,4.3,17,23.5,0.18,4.3,17,29.4,0.21,4.8,26,23.0,0.2,4.1,23,8.7,0.2,4.3,10,0.0,0.21,5.4
4889,後　藤　　盛　也,ｺﾞﾄｳ ｾｲﾔ,東京,B1,S,631101,1,37,169,52,B,4.77,29.7,0.15,B1,A2,A2,48.0,47.0,2026,1,20250501,20251031,117,神奈川,14,71.4,0.15,3.8,13,15.3,0.18,3.2,17,41.1,0.16,2.9,12,25.0,0.15,3.2,15,20.0,0.14,2.4,13,0.0,0.15,3.0
4890,石　川　　　　諒,ｲｼｶﾜ ﾘｮｳ,山口,B1,H,010222,1,36,163,52,A,5.1,32.5,0.13,B1,B1,A2,49.0,49.0,2026,1,20250501,20251031,117,山　口,19,63.1,0.13,2.5,21,42.8,0.12,2.5,24,25.0,0.16,3.7,23,21.7,0.11,2.3,23,30.4,0.12,2.1,22,18.1,0.13,2.7
4891,寺　島　　美　里,ﾃﾗｼﾏ ﾐｻﾄ,東京,B1,H,011022,2,36,152,47,A,4.83,26.3,0.15,B1,A2,B1,49.0,48.0,2026,1,20250501,20251031,117,福　島,20,65.0,0.15,3.0,22,31.8,0.17,3.5,18,27.7,0.14,2.8,19,15.7,0.12,2.5,16,0.0,0.15,3.4,15,6.6,0.19,3.4
4892,柴　田　　直　哉,ｼﾊﾞﾀ ﾅｵﾔ,福岡,B1,H,020623,1,35,166,56,B,5.24,31.6,0.18,B1,B1,B1,50.0,50.0,2026,1,20250501,20251031,117,福　岡,15,66.6,0.17,3.8,18,22.2,0.2,4.4,16,43.7,0.18,3.7,17,29.4,0.17,3.5,17,23.5,0.18,3.2,15,6.6,0.2,5.3
4893,渡　邉　　真奈美,ﾜﾀﾅﾍﾞ ﾏﾅﾐ,東京,B1,H,020906,2,35,157,47,A,5.01,34.4,0.17,B2,B1,B1,49.0,49.0,2026,1,20250501,20251031,117,千　葉,12,75.0,0.17,3.1,17,52.9,0.18,3.7,18,22.2,0.17,2.4,17,29.4,0.17,2.7,11,27.2,0.13,2.5,15,6.6,0.17,3.2
4894,原　村　　拓　也,ﾊﾗﾑﾗ ﾀｸﾔ,香川,B1,H,030315,1,34,174,52,A,3.93,18.5,0.22,B1,B1,B1,48.0,44.0,2026,1,20250501,20251031,117,香　川,13,76.9,0.2,4.2,19,10.5,0.19,4.8,17,11.7,0.2,4.5,23,21.7,0.24,4.5,22,4.5,0.23,4.9,14,0.0,0.29,5.4
4895,門　間　　雄　大,ﾓﾝﾏ ﾕｳﾀ,東京,B1,H,030506,1,34,169,55,B,4.94,24.0,0.15,B1,B1,B1,50.0,49.0,2026,1,20250501,20251031,117,北海道,19,52.6,0.15,3.1,19,21.0,0.18,3.4,23,30.4,0.14,2.7,24,16.6,0.17,3.2,25,12.0,0.15,3.3,15,13.3,0.14,2.8
4896,花　本　　　　剛,ﾊﾅﾓﾄ ｺﾞｳ,山口,B1,H,031018,1,34,165,59,A,4.24,22.0,0.19,B1,B1,B1,46.0,45.0,2026,1,20250501,20251031,117,山　口,18,61.1,0.17,3.4,21,14.2,0.2,4.2,26,34.6,0.19,3.6,19,0.0,0.18,3.5,21,19.0,0.17,3.7,22,4.5,0.21,5.2
4897,深　見　　亜由美,ﾌｶﾐ ｱﾕﾐ,愛知,B2,H,031019,2,34,149,45,O,4.87,28.9,0.2,B2,B2,B1,0.0,49.0,2026,1,20250501,20251031,117,愛　知,6,66.6,0.18,3.3,6,16.6,0.2,4.0,9,22.2,0.22,3.8,6,33.3,0.2,3.2,7,28.5,0.18,3.6,4,0.0,0.19,3.3
4898,菊　地　　敬　介,ｷｸﾁ ｹｲｽｹ,埼玉,B1,H,031122,1,34,167,64,B,4.43,22.1,0.16,B1,B2,B1,46.0,47.0,2026,1,20250501,20251031,117,埼　玉,14,50.0,0.17,3.6,18,22.2,0.13,1.5,13,7.6,0.15,2.8,15,26.6,0.13,2.2,17,17.6,0.14,2.4,18,11.1,0.21,4.5
4899,占　部　　一　真,ｳﾗﾍﾞ ｶｽﾞﾏ,福岡,B1,H,031222,1,34,169,53,O,4.53,27.4,0.15,B1,B1,B1,46.0,47.0,2026,1,20250501,20251031,117,福　岡,12,58.3,0.14,2.9,21,28.5,0.17,3.2,20,40.0,0.14,3.1,19,15.7,0.15,3.3,18,16.6,0.15,3.3,12,8.3,0.15,2.6
4900,中　田　　夕　貴,ﾅｶﾀﾞ ﾕｷ,埼玉,A2,H,040929,2,33,154,47,AB,5.7,39.3,0.18,A2,A2,B1,50.0,51.0,2026,1,20250501,20251031,117,埼　玉,22,81.8,0.18,2.7,16,31.2,0.2,3.9,23,47.8,0.16,3.4,22,31.8,0.17,3.6,18,16.6,0.19,3.7,16,12.5,0.19,4.4
4901,出　口　　舞有子,ﾃﾞｸﾞﾁ ﾏｱｺ,愛知,B2,H,041211,2,33,157,48,O,4.46,20.3,0.19,B2,B2,B2,0.0,46.0,2026,1,20250501,20251031,117,愛　知,8,50.0,0.2,4.0,11,18.1,0.21,3.5,9,33.3,0.17,3.2,9,11.1,0.15,2.2,11,9.0,0.2,2.8,6,0.0,0.17,4.0
4902,山　川　　雄　大,ﾔﾏｶﾜ ﾀｶﾋﾛ,兵庫,B1,H,050306,1,32,162,51,A,4.63,30.4,0.17,B1,B1,B1,48.0,46.0,2026,1,20250501,20251031,117,兵　庫,17,58.8,0.16,2.9,23,47.8,0.19,4.1,20,25.0,0.17,3.2,27,33.3,0.16,3.3,26,15.3,0.17,3.5,15,0.0,0.19,4.3
4903,吉　田　　凌太朗,ﾖｼﾀﾞ ﾘｮｳﾀﾛｳ,愛知,A1,H,050922,1,32,166,52,A,6.49,46.6,0.15,A1,A1,A1,54.0,53.0,2026,1,20250501,20251031,117,愛　知,28,78.5,0.16,2.5,28,57.1,0.13,2.8,27,51.8,0.16,2.9,23,21.7,0.15,2.6,21,38.1,0.15,2.7,21,19.0,0.17,3.0
4904,松　本　　一　毅,ﾏﾂﾓﾄ ｶｽﾞｷ,大阪,A2,H,060830,1,31,165,54,A,5.62,33.3,0.17,B1,A2,A2,48.0,51.0,2026,1,20250501,20251031,117,大　阪,14,57.1,0.15,3.6,18,50.0,0.16,3.3,18,44.4,0.16,3.2,19,31.5,0.17,3.3,19,10.5,0.18,3.8,14,7.1,0.18,4.4
4905,土　井　　祥　伍,ﾄﾞｲ ｼｮｳｺﾞ,大阪,B1,H,061110,1,31,165,54,A,3.95,17.8,0.18,B1,B1,B1,47.0,45.0,2026,1,20250501,20251031,117,大　阪,12,41.6,0.17,3.3,22,22.7,0.16,3.6,14,21.4,0.16,3.1,12,25.0,0.18,4.0,20,5.0,0.19,4.1,15,0.0,0.18,4.4
4906,鈴　木　　雅　希,ｽｽﾞｷ ﾏｻｷ,東京,B1,H,070422,1,30,167,53,O,5.37,33.5,0.14,A2,B1,A2,51.0,50.0,2026,1,20250501,20251031,117,神奈川,22,77.2,0.15,2.4,25,36.0,0.15,3.5,24,41.6,0.15,3.3,23,21.7,0.13,2.6,25,16.0,0.13,2.5,21,9.5,0.16,3.9
4907,小　池　　修　平,ｺｲｹ ｼｭｳﾍｲ,大阪,A1,H,070604,1,30,174,54,A,7.36,59.2,0.13,A1,A1,A1,61.0,60.0,2026,1,20250501,20251031,117,大　阪,37,91.8,0.13,2.3,28,53.5,0.14,3.4,22,59.0,0.14,3.3,21,57.1,0.11,2.5,22,45.4,0.12,2.9,22,27.2,0.16,3.4
4908,上　田　　龍　星,ｳｴﾀﾞ ﾘｭｳｾｲ,大阪,A1,H,070715,1,30,167,53,O,7.36,62.6,0.14,A1,A1,A1,67.0,58.0,2026,1,20250501,20251031,117,大　阪,33,96.9,0.12,2.3,22,68.1,0.14,3.1,25,60.0,0.13,2.5,21,57.1,0.14,2.6,14,28.5,0.13,3.6,16,25.0,0.17,3.1
4909,薮　内　　瑞　希,ﾔﾌﾞｳﾁ ﾐｽﾞｷ,岡山,B1,H,071004,2,30,147,44,O,5.15,34.7,0.15,B1,B1,A2,48.0,49.0,2026,1,20250501,20251031,117,岡　山,14,71.4,0.13,2.2,18,50.0,0.16,2.8,17,41.1,0.12,1.9,16,25.0,0.15,2.6,15,13.3,0.15,3.3,15,6.6,0.19,3.9
4910,中　村　　泰　平,ﾅｶﾑﾗ ﾀｲﾍｲ,愛知,A1,H,080203,1,29,160,52,AB,7.23,57.7,0.15,A1,B1,A1,53.0,56.0,2026,1,20250501,20251031,117,愛　知,33,87.8,0.14,2.4,20,65.0,0.12,2.6,27,59.2,0.16,2.9,21,61.9,0.15,3.7,17,35.2,0.13,2.8,17,5.8,0.18,4.3
4911,片　岡　　大　地,ｶﾀｵｶ ﾀﾞｲﾁ,東京,B1,H,080224,1,29,165,53,AB,4.45,19.0,0.14,B1,B1,B1,49.0,47.0,2026,1,20250501,20251031,117,千　葉,10,50.0,0.17,4.6,16,18.7,0.16,3.3,13,30.7,0.13,2.4,15,13.3,0.15,2.8,16,12.5,0.1,2.3,14,0.0,0.13,2.6
4914,吉　田　　裕　平,ﾖｼﾀﾞ ﾕｳﾍｲ,愛知,A1,H,081119,1,29,167,51,AB,7.76,57.8,0.11,A1,A1,A1,70.0,68.0,2026,1,20250501,20251031,117,愛　知,23,100.0,0.11,2.0,15,73.3,0.11,2.5,19,52.6,0.12,2.7,24,54.1,0.11,2.7,18,27.7,0.13,3.1,15,26.6,0.1,2.9
4917,岩　橋　　裕　馬,ｲﾜﾊｼ ﾕｳﾏ,兵庫,B1,S,630801,1,37,165,54,O,4.51,22.4,0.17,B1,B1,B1,47.0,47.0,2026,1,20250501,20251031,118,大　阪,15,60.0,0.21,4.1,16,25.0,0.17,4.4,24,25.0,0.16,3.5,21,19.0,0.19,3.0,17,0.0,0.15,2.9,14,7.1,0.14,3.1
4918,川　島　　拓　郎,ｶﾜｼﾏ ﾀｸﾛｳ,静岡,B1,S,631228,1,37,163,53,AB,4.94,25.9,0.15,B1,B1,B1,46.0,49.0,2026,1,20250501,20251031,118,静　岡,14,71.4,0.13,2.9,22,45.4,0.17,3.3,23,21.7,0.15,2.6,26,15.3,0.14,2.2,29,13.7,0.15,3.1,13,0.0,0.18,4.1
4919,吉　田　　翔　悟,ﾖｼﾀﾞ ｼｮｳｺﾞ,長崎,B1,H,030117,1,34,167,54,A,5.37,35.0,0.14,B1,B1,B1,47.0,50.0,2026,1,20250501,20251031,118,長　崎,17,82.3,0.14,2.1,18,50.0,0.14,2.3,24,29.1,0.13,2.2,15,6.6,0.12,1.9,21,28.5,0.12,2.2,19,15.7,0.17,3.6
4924,中　北　　　　涼,ﾅｶｷﾀ ﾘｮｳ,長崎,B1,H,041014,2,33,148,49,A,4.17,17.1,0.18,B1,B1,B1,47.0,47.0,2026,1,20250501,20251031,118,愛　知,14,50.0,0.19,3.4,21,33.3,0.14,3.1,21,4.7,0.16,3.3,18,0.0,0.2,3.8,21,14.2,0.2,3.5,10,0.0,0.21,5.1
4925,森　　　　悠　稀,ﾓﾘ ﾕｳｷ,兵庫,A2,H,041208,1,33,167,54,A,6.04,37.5,0.12,A2,A2,B1,50.0,53.0,2026,1,20250501,20251031,118,兵　庫,25,72.0,0.14,2.4,23,30.4,0.15,3.1,27,40.7,0.12,2.4,27,40.7,0.12,2.4,22,13.6,0.12,2.5,17,17.6,0.11,2.1
4926,吉　川　　貴　仁,ﾖｼｶﾜ ﾀｶﾋﾄ,三重,A1,H,050715,1,32,164,53,A,6.5,54.1,0.14,A1,A1,A1,56.0,52.0,2026,1,20250501,20251031,118,三　重,19,73.6,0.11,2.1,10,70.0,0.15,3.0,20,70.0,0.15,2.5,18,61.1,0.13,2.9,15,20.0,0.16,3.3,14,21.4,0.16,3.5
4927,関　野　　　　文,ｾｷﾉ ｱﾔ,大阪,A2,H,051101,2,32,149,45,O,5.99,42.2,0.16,A2,A1,A1,54.0,54.0,2026,1,20250501,20251031,118,大　阪,24,70.8,0.17,3.1,24,45.8,0.16,3.7,22,50.0,0.16,2.9,17,47.0,0.14,2.9,21,23.8,0.15,3.0,15,0.0,0.19,4.1
4928,栗　城　　　　匠,ｸﾘｷ ｼｮｳ,東京,A1,H,070526,1,30,166,52,A,7.02,53.1,0.14,A1,A1,A2,55.0,56.0,2026,1,20250501,20251031,118,東　京,29,86.2,0.15,2.6,15,66.6,0.15,2.9,28,50.0,0.13,2.5,22,54.5,0.15,2.5,18,27.7,0.14,3.4,16,12.5,0.15,3.4
4930,佐　藤　　　　悠,ｻﾄｳ ﾕｳ,福井,A2,H,071025,1,30,166,56,A,5.97,42.3,0.14,A2,A2,B1,51.0,53.0,2026,1,20250501,20251031,118,石　川,15,73.3,0.13,2.7,20,50.0,0.15,3.6,22,45.4,0.16,2.8,21,52.3,0.11,2.3,17,29.4,0.13,2.8,23,13.0,0.17,3.4
4931,木　谷　　賢　太,ｷﾀﾞﾆ ｹﾝﾀ,香川,A1,H,071112,1,30,162,55,B,6.49,43.4,0.14,A2,A1,A2,56.0,55.0,2026,1,20250501,20251031,118,香　川,31,74.1,0.11,2.2,29,51.7,0.14,3.2,20,55.0,0.15,3.1,25,24.0,0.14,2.7,21,14.2,0.16,3.7,19,26.3,0.17,4.4
4932,新　開　　　　航,ｼﾝｶｲ ﾜﾀﾙ,福岡,A1,H,080212,1,29,164,52,A,6.89,47.5,0.15,A1,A1,A1,69.0,65.0,2026,1,20250501,20251031,118,福　岡,28,89.2,0.13,3.2,23,39.1,0.17,3.5,16,50.0,0.13,3.1,20,45.0,0.15,3.8,19,26.3,0.14,3.6,18,16.6,0.15,3.9
4933,板　橋　　侑　我,ｲﾀﾊﾞｼ ﾕｳｶﾞ,静岡,A1,H,080603,1,29,170,54,O,7.05,50.8,0.13,A1,A2,A1,55.0,60.0,2026,1,20250501,20251031,118,静　岡,26,88.4,0.11,2.6,22,50.0,0.15,3.2,20,70.0,0.12,2.2,21,23.8,0.14,2.6,20,30.0,0.12,2.7,13,23.0,0.17,4.4
4934,佐々木　　翔　斗,ｻｻｷ ｼｮｳﾄ,大阪,A2,H,080701,1,29,167,57,O,5.82,39.4,0.15,A1,A2,A1,52.0,52.0,2026,1,20250501,20251031,118,大　阪,29,82.7,0.13,2.4,23,52.1,0.15,3.3,22,40.9,0.15,3.7,23,21.7,0.15,3.3,25,24.0,0.16,3.7,20,0.0,0.15,3.8
4936,戸　敷　　晃　美,ﾄｼﾞｷ ｱｷﾐ,福岡,A2,H,080823,2,29,160,49,O,5.48,35.5,0.17,A2,A2,B1,51.0,49.0,2026,1,20250501,20251031,118,宮　崎,17,76.4,0.16,2.9,15,33.3,0.15,3.1,16,31.2,0.17,3.4,16,18.7,0.15,2.7,10,30.0,0.22,3.8,16,18.7,0.21,4.2
4938,小　芦　　るり華,ｵｱｼ ﾙﾘｶ,佐賀,A1,H,090909,2,28,162,49,B,6.37,42.8,0.15,A2,B1,B2,55.0,54.0,2026,1,20250501,20251031,118,佐　賀,22,90.9,0.13,2.9,22,40.9,0.15,3.2,23,56.5,0.15,3.3,17,29.4,0.15,3.2,18,22.2,0.16,3.2,17,0.0,0.16,3.6
4939,宮之原　　輝　紀,ﾐﾔﾉﾊﾗ ｺｳｷ,東京,A1,H,091126,1,28,161,51,O,7.06,57.6,0.14,A1,A1,A1,58.0,55.0,2026,1,20250501,20251031,118,東　京,32,90.6,0.12,2.3,22,40.9,0.16,3.5,13,53.8,0.14,2.6,12,66.6,0.12,2.4,18,44.4,0.14,2.8,21,33.3,0.15,2.8
4940,白　石　　有　美,ｼﾗｲｼ ｱﾐ,東京,B1,H,100721,2,27,163,59,O,2.61,5.4,0.18,B1,B2,B2,42.0,39.0,2026,1,20250501,20251031,118,東　京,11,9.0,0.2,3.9,10,10.0,0.16,3.7,10,0.0,0.16,2.7,14,7.1,0.19,3.7,10,0.0,0.14,3.0,19,5.2,0.19,4.2
4941,孫　崎　　百　世,ﾏｺﾞｻｷ ﾓﾓﾖ,滋賀,B1,S,631023,2,37,155,47,A,4.15,22.7,0.22,B2,B1,A2,46.0,45.0,2026,1,20250501,20251031,119,北海道,6,50.0,0.21,4.4,16,31.2,0.22,4.9,13,46.1,0.21,4.1,16,6.2,0.25,5.4,19,10.5,0.22,4.5,9,11.1,0.21,5.0
4942,柴　田　　朋　哉,ｼﾊﾞﾀ ﾄﾓﾔ,福岡,A2,H,020623,1,35,165,56,B,5.72,31.1,0.14,B1,B1,B1,46.0,52.0,2026,1,20250501,20251031,119,福　岡,12,83.3,0.17,3.8,16,56.2,0.13,3.4,16,18.7,0.17,2.8,20,10.0,0.12,2.3,15,20.0,0.12,2.1,14,14.2,0.14,2.9
4943,八　木　　治　樹,ﾔｷﾞ ﾊﾙｷ,愛知,B1,H,030307,1,34,162,55,B,4.56,24.3,0.14,B1,B1,A2,46.0,47.0,2026,1,20250501,20251031,119,愛　知,14,35.7,0.15,3.9,20,35.0,0.14,2.8,21,14.2,0.11,2.0,17,35.2,0.12,2.8,16,31.2,0.14,2.5,19,0.0,0.2,3.6
4944,田　代　　達　也,ﾀｼﾛ ﾀﾂﾔ,東京,B1,H,030506,1,34,166,57,A,4.25,19.4,0.15,B1,B1,B2,44.0,46.0,2026,1,20250501,20251031,119,東　京,11,45.4,0.13,3.0,15,13.3,0.15,3.0,23,30.4,0.14,2.4,20,10.0,0.17,3.3,15,20.0,0.15,3.0,19,5.2,0.18,4.5
4945,上　村　　宏　太,ｳｴﾑﾗ ｺｳﾀ,東京,B1,H,040315,1,33,165,54,A,3.94,16.6,0.19,B1,B1,A2,47.0,44.0,2026,1,20250501,20251031,119,東　京,13,23.0,0.18,3.9,18,11.1,0.19,4.1,14,42.8,0.2,4.4,26,11.5,0.2,4.1,16,12.5,0.21,4.1,15,6.6,0.18,4.5
4947,間　庭　　菜　摘,ﾏﾆﾜ ﾅﾂﾐ,福岡,B1,H,040806,2,33,162,49,AB,4.69,20.3,0.19,B1,B1,B1,49.0,49.0,2026,1,20250501,20251031,119,福　岡,13,23.0,0.21,4.1,20,30.0,0.23,5.0,20,30.0,0.2,4.1,21,4.7,0.18,3.8,18,11.1,0.16,3.4,16,25.0,0.16,3.1
4948,木　場　　悠　介,ｺﾊﾞ ﾕｳｽｹ,長崎,B1,H,041008,1,33,170,53,A,5.47,37.6,0.14,B1,B1,A2,50.0,50.0,2026,1,20250501,20251031,119,鹿児島,20,75.0,0.14,2.6,21,47.6,0.15,3.0,19,31.5,0.13,2.7,18,50.0,0.13,2.6,21,9.5,0.15,3.5,18,11.1,0.15,3.4
4949,横　田　　貴　満,ﾖｺﾀ ﾀｶﾐﾂ,佐賀,A1,H,041105,1,33,160,51,A,6.86,52.5,0.15,A1,A2,A2,54.0,54.0,2026,1,20250501,20251031,119,熊　本,31,87.1,0.14,2.9,25,52.0,0.16,3.4,22,45.4,0.17,2.8,23,56.5,0.16,2.9,22,31.8,0.13,3.1,16,18.7,0.16,3.4
4950,高　岡　　竜　也,ﾀｶｵｶ ﾘｭｳﾔ,山口,A2,H,050513,1,32,160,53,B,5.64,38.0,0.17,B1,A2,A2,47.0,50.0,2026,1,20250501,20251031,119,山　口,19,78.9,0.17,4.0,18,55.5,0.16,3.8,18,33.3,0.17,3.6,19,26.3,0.17,3.4,27,18.5,0.16,3.1,12,16.6,0.19,4.0
4951,新　田　　洋　一,ﾆｯﾀ ﾖｳｲﾁ,広島,B1,H,050906,1,32,171,57,O,5.04,27.1,0.14,A2,B1,B2,50.0,49.0,2026,1,20250501,20251031,119,広　島,18,66.6,0.15,2.7,13,7.6,0.14,3.0,16,31.2,0.16,3.1,21,23.8,0.14,2.6,21,23.8,0.12,2.2,14,0.0,0.18,3.7
4952,吉　武　　真　也,ﾖｼﾀｹ ｼﾝﾔ,福岡,B1,H,060210,1,31,164,56,O,4.26,19.5,0.16,B1,B1,B1,46.0,46.0,2026,1,20250501,20251031,119,福　岡,12,66.6,0.14,3.0,17,11.7,0.16,3.8,19,21.0,0.15,3.4,15,20.0,0.14,3.4,20,10.0,0.16,3.4,14,0.0,0.21,4.9
4953,尾　上　　雅　也,ｵﾉｳｴ ﾏｻﾔ,埼玉,A1,H,061024,1,31,170,55,A,6.66,50.0,0.14,A1,A1,A1,55.0,58.0,2026,1,20250501,20251031,119,埼　玉,25,84.0,0.15,2.8,27,55.5,0.14,3.1,26,38.4,0.15,3.3,24,50.0,0.15,2.7,19,26.3,0.15,3.2,19,36.8,0.14,3.2
4954,内　山　　峻　輔,ｳﾁﾔﾏ ｼｭﾝｽｹ,東京,B2,H,061222,1,31,175,55,A,0.0,0.0,0.0,B2,B2,A2,0.0,0.0,2026,1,20250501,20251031,119,東　京,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
4956,齊　藤　　大　将,ｻｲﾄｳ ﾋﾛﾏｻ,東京,B2,H,070523,1,30,172,57,A,4.25,19.2,0.18,B1,B1,B1,47.0,46.0,2026,1,20250501,20251031,119,千　葉,7,42.8,0.16,3.3,11,18.1,0.18,3.8,9,33.3,0.19,4.0,9,11.1,0.19,3.1,12,8.3,0.15,3.4,4,0.0,0.19,3.0
4957,竹之内　　　　極,ﾀｹﾉｳﾁ ｷﾜﾑ,福岡,B1,H,070608,1,30,164,56,A,5.1,33.0,0.17,B1,B1,A2,48.0,48.0,2026,1,20250501,20251031,119,鹿児島,16,68.7,0.17,3.4,19,36.8,0.15,3.9,26,42.3,0.16,2.8,19,31.5,0.16,3.2,18,16.6,0.18,3.3,17,0.0,0.22,4.4
4958,溝　口　　海義也,ﾐｿﾞｸﾞﾁ ﾐｷﾔ,福岡,A2,H,070627,1,30,168,58,A,5.88,37.4,0.14,A2,A1,A1,55.0,51.0,2026,1,20250501,20251031,119,福　岡,25,72.0,0.14,2.4,22,40.9,0.15,3.2,21,47.6,0.14,2.3,22,45.4,0.13,2.4,19,10.5,0.13,3.2,22,0.0,0.16,3.9
4959,井　上　　忠　政,ｲﾉｳｴ ﾀﾀﾞﾏｻ,大阪,A1,H,080304,1,29,173,54,B,7.11,54.6,0.15,A1,A1,A1,67.0,59.0,2026,1,20250501,20251031,119,大　阪,29,96.5,0.14,3.1,16,43.7,0.16,3.6,19,57.8,0.14,3.5,17,35.2,0.14,2.9,20,45.0,0.16,3.5,18,22.2,0.17,4.1
4960,黒　野　　元　基,ｸﾛﾉ ﾓﾄｷ,愛知,A1,H,080522,1,29,160,53,B,6.39,46.6,0.14,A2,A1,A1,55.0,54.0,2026,1,20250501,20251031,119,愛　知,29,79.3,0.14,2.9,21,28.5,0.16,3.4,32,53.1,0.15,3.1,28,50.0,0.13,2.4,15,40.0,0.13,2.7,23,13.0,0.14,3.2
4961,西　橋　　奈　未,ﾆｼﾊｼ ﾅﾐ,福井,A1,H,080719,2,29,155,48,B,7.19,54.0,0.15,A1,A1,A1,63.0,60.0,2026,1,20250501,20251031,119,石　川,36,86.1,0.12,2.2,19,47.3,0.13,2.2,19,47.3,0.15,3.2,19,42.1,0.14,2.9,19,42.1,0.17,3.7,23,34.7,0.18,3.9
